shipment_id,user_id,kota_asal,kota_tujuan,berat_kg,panjang_cm,lebar_cm,tinggi_cm,berat_volume_kg,harga_jual_produk,jenis_layanan,tarif_ongkir,estimasi_sla,persentase_ongkir,selisih_harga_layanan,selisih_waktu_sla_hari,is_recommended,alasan_rekomendasi,timestamp_cek,frekuensi_cek_bulanan,flag_upsell_bisnisaja
SHP00063,UMKM_5557,Makassar,Bogor,6.15,34,24,25,3.4,50000,Ekonomi,19000,3-5 Hari,38.0,0,1.5,False,Ekonomi bukan pilihan optimal: ongkir 38.0% dari harga jual dengan selisih waktu 1.5 hari dari opsi tercepat,2026-09-14 14:36:00,25,True
SHP00063,UMKM_5557,Makassar,Bogor,6.15,34,24,25,3.4,50000,Reguler,25500,2-3 Hari,51.0,6500,0.0,False,Reguler bukan pilihan optimal: ongkir 51.0% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-09-14 14:36:00,25,True
SHP00064,UMKM_4611,Manado,Bekasi,5.7,34,22,14,1.75,200000,Reguler,23000,2-3 Hari,11.5,6000,1.5,False,Reguler bukan pilihan optimal: ongkir 11.5% dari harga jual dengan selisih waktu 1.5 hari dari opsi tercepat,2026-08-03 11:32:00,38,True
SHP00064,UMKM_4611,Manado,Bekasi,5.7,34,22,14,1.75,200000,Next Day,37000,1 Hari,18.5,20000,0.0,False,Next Day bukan pilihan optimal: ongkir 18.5% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-03 11:32:00,38,True
SHP00064,UMKM_4611,Manado,Bekasi,5.7,34,22,14,1.75,200000,Ekonomi,17000,3-5 Hari,8.5,0,3.0,True,"Gunakan Ekonomi karena tarif paling hemat (8.5% dari harga jual), hemat sekitar 54% dibanding opsi lain",2026-08-03 11:32:00,38,True
SHP00065,UMKM_7224,Malang,Jakarta Selatan,5.84,36,37,14,3.11,25000,Ekonomi,26500,3-5 Hari,106.0,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 106.0% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-08-31 15:21:00,40,True
SHP00065,UMKM_7224,Malang,Jakarta Selatan,5.84,36,37,14,3.11,25000,Same Day,85000,Beberapa Jam,340.0,58500,0.0,False,Same Day bukan pilihan optimal: ongkir 340.0% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-31 15:21:00,40,True
SHP00065,UMKM_7224,Malang,Jakarta Selatan,5.84,36,37,14,3.11,25000,Reguler,35500,2-3 Hari,142.0,9000,2.2,False,Reguler bukan pilihan optimal: ongkir 142.0% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-31 15:21:00,40,True
SHP00065,UMKM_7224,Malang,Jakarta Selatan,5.84,36,37,14,3.11,25000,Next Day,57000,1 Hari,228.0,30500,0.7,False,Next Day bukan pilihan optimal: ongkir 228.0% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-08-31 15:21:00,40,True
SHP00066,UMKM_7227,Padang,Tangerang,3.16,30,30,36,5.4,300000,Reguler,27000,2-3 Hari,9.0,0,1.5,True,"Gunakan Reguler karena tarif paling hemat (9.0% dari harga jual), hemat sekitar 37% dibanding opsi lain",2026-08-03 09:15:00,19,False
SHP00066,UMKM_7227,Padang,Tangerang,3.16,30,30,36,5.4,300000,Next Day,43000,1 Hari,14.33,16000,0.0,False,Next Day bukan pilihan optimal: ongkir 14.33% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-03 09:15:00,19,False
SHP00067,UMKM_2679,Samarinda,Pekanbaru,5.69,16,24,15,0.96,75000,Same Day,75500,Beberapa Jam,100.67,52000,0.0,False,Same Day bukan pilihan optimal: ongkir 100.67% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-02 08:20:00,4,False
